chr1	0	1000000	recombRate	1.11575	1.24407	0.987441	0	0	0	0	0	0
chr1	1000000	2000000	recombRate	1.11575	1.24407	0.987441	0	0	0	0	0	0
chr1	2000000	3000000	recombRate	1.11575	1.24407	0.987441	2.51223	2.65511	2.10741	3.69095	3.3933	3.75048
chr1	3000000	4000000	recombRate	1.80707	1.68262	1.93152	3.90718	3.20149	4.60106	4.83671	4.11183	5.44722
chr1	4000000	5000000	recombRate	2.50708	2.88357	2.13058	4.36059	5.3434	3.50153	4.70108	6.1489	3.55632
chr1	5000000	6000000	recombRate	2.27971	1.33428	3.21595	1.09	1.1	1.09	0.971259	1.04597	1.04597
chr1	6000000	7000000	recombRate	2.13054	2.72244	1.54293	2.28537	3.27	1.31863	2.26401	3.2	0.966426
chr1	7000000	8000000	recombRate	1.69054	2.51257	0.878768	2.06463	2.2	1.93137	2.68175	3.68149	2.88936
chr1	8000000	9000000	recombRate	1.21922	1.40284	1.03339	4.39	1.53775	6.49	2.66448	3.77468	4.21876
chr1	9000000	10000000	recombRate	1.701	2.81947	0.573376	0	0.692247	0	2.22732	1.57226	2.35111
chr1	10000000	11000000	recombRate	1.47022	1.36263	1.5882	2.77422	3.55446	2.15	1.9248	0.04812	1.05864
chr1	11000000	12000000	recombRate	3.06032	3.50949	2.61296	6.54578	11.3455	2.15	6.23763	9.44265	2.7157
chr1	12000000	13000000	recombRate	0.998319	1.39644	0.588586	0	0	0	0.2	0.180791	0
chr1	13000000	14000000	recombRate	1.83359	2.96145	0.711414	0.082446	0.166406	0	0.022599	0.045199	0
chr1	14000000	15000000	recombRate	2.12662	3.55131	0.702162	3.73755	3.09721	4.31	3.624	3.16788	4.17502
chr1	15000000	16000000	recombRate	2.33369	2.8635	1.81079	3.3	2.24639	4.39	3.8534	2.28693	6.12498
chr1	16000000	17000000	recombRate	1.7821	1.97573	1.58488	0.514134	0.908539	0	1.12395	1.61388	0.028819
chr1	17000000	18000000	recombRate	1.7821	1.97573	1.58488	0.885899	1.56549	0	1.93667	2.78086	0.049658
chr1	18000000	19000000	recombRate	3.37568	4.35528	2.3963	5.18915	5.53307	4.95697	3.13161	2.82893	3.36437
chr1	19000000	20000000	recombRate	2.13351	3.02684	1.23911	1.79009	2.09295	1.6192	1.69307	1.76164	1.64246
chr1	20000000	21000000	recombRate	1.82372	2.42523	1.21284	1.42653	1.68668	1.14383	1.37417	1.73364	1.01469
chr1	21000000	22000000	recombRate	1.26836	1.59075	0.959034	1.67419	3.38327	0	1.24052	2.58104	0
chr1	22000000	23000000	recombRate	1.01267	1.66296	0.36253	2.52639	4.33922	0.769976	2.27373	3.43208	0.705811
chr1	23000000	24000000	recombRate	1.37607	1.63607	1.11392	1.86475	2.17802	1.63002	2.12381	3.86135	1.49419
chr1	24000000	25000000	recombRate	1.24234	1.63834	0.854109	1.77663	3.16276	0.596664	1.34996	2.40657	0
chr1	25000000	26000000	recombRate	0.531947	0.256878	0.799601	0.402224	0	0.603336	0.452502	0	0.945101
chr1	26000000	27000000	recombRate	0.896887	1.60493	0.178081	0.071622	0.140616	0	0.449012	0.823188	0.154899
chr1	27000000	28000000	recombRate	0.85944	0.72648	0.991756	1.26407	2.51618	0	0.150988	0.276812	0
chr1	28000000	29000000	recombRate	0.267323	0.377576	0.157071	0.304312	0.553207	0	0	0	0
chr1	29000000	30000000	recombRate	1.29668	1.83147	0.761891	0	0	0	0	0	0
chr1	30000000	31000000	recombRate	1.80378	3.22458	0.390656	1.35648	2.53239	0.145464	2.06892	3.70339	0.134462
chr1	31000000	32000000	recombRate	1.84411	2.82899	0.860382	3.48976	5.92242	1.04454	3.56152	5.98069	0.965538
chr1	32000000	33000000	recombRate	0.818903	1.28203	0.352881	0.063756	0.125193	0	0.069552	0.181665	0.065745
chr1	33000000	34000000	recombRate	0.702879	0.894573	0.505376	0.526221	1.02374	0	0.478382	1.0867	0.034255
chr1	34000000	35000000	recombRate	2.45759	3.54079	1.39165	2.20378	2.18626	2.4	0.391116	0.047559	0.1
