256	NM_004113	chr3	-	192139392	192727599	192144008	192727193	6	192139392,192170457,192335360,192360427,192727180,192727483,	192144127,192170656,192335464,192360538,192727323,192727599,	0	FGF12	cmpl	cmpl	1,0,1,1,0,-1,
256	NM_021032	chr3	-	192139392	192409049	192144008	192408223	5	192139392,192170457,192335360,192360427,192408024,	192144127,192170656,192335464,192360538,192409049,	0	FGF12	cmpl	cmpl	1,0,1,1,0,
256	NR_046596	chr3	+	192238629	192283095	192283095	192283095	5	192238629,192265246,192267002,192282796,192282997,	192238684,192265416,192267139,192282914,192283095,	0	FGF12-AS1	unk	unk	-1,-1,-1,-1,-1,
2053	NR_046598	chr3	+	192515021	192516573	192516573	192516573	2	192515021,192516480,	192515508,192516573,	0	FGF12-AS2	unk	unk	-1,-1,
592	NM_021923	chr4	+	1012463	1026898	1012485	1025347	6	1012463,1022202,1023640,1023816,1024310,1024904,	1012564,1022475,1023721,1024101,1024664,1026898,	0	FGFRL1	cmpl	cmpl	0,1,1,1,1,1,
592	NM_001004358	chr4	+	1011971	1026898	1012485	1025347	7	1011971,1012469,1022202,1023640,1023816,1024310,1024904,	1011987,1012564,1022475,1023721,1024101,1024664,1026898,	0	FGFRL1	cmpl	cmpl	-1,0,1,1,1,1,1,
592	NM_001004356	chr4	+	1011821	1026898	1012485	1025347	7	1011821,1012469,1022202,1023640,1023816,1024310,1024904,	1011954,1012564,1022475,1023721,1024101,1024664,1026898,	0	FGFRL1	cmpl	cmpl	-1,0,1,1,1,1,1,
598	NM_001354810	chr4	+	1793311	1808872	1793934	1807288	17	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1803691,1804329,1804820,1805354,1805558,1805749,1806050,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803836,1804520,1804969,1805476,1805669,1805940,1806173,1806683,1806934,1808872,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,0,1,
598	NM_000142	chr4	+	1793311	1808872	1793934	1807262	18	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1803691,1804329,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803836,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_001354809	chr4	+	1793311	1808872	1793934	1807262	18	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1803691,1804329,1804820,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803836,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_022965	chr4	+	1793311	1808872	1793934	1807262	16	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_001163213	chr4	+	1793311	1808872	1793934	1807262	18	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1802913,1804329,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803064,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NR_148971	chr4	+	1793311	1808872	1808872	1808872	19	1793311,1793832,1799253,1799746,1801366,1801619,1801834,1802913,1803691,1804329,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,	1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803064,1803836,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,	0	FGFR3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
706	NM_031950	chr4	-	15960239	15963236	15962457	15963129	2	15960239,15962437,	15960611,15963236,	0	FGFBP2	cmpl	cmpl	-1,0,
706	NM_005130	chr4	-	15935569	15938740	15935927	15936632	3	15935569,15938250,15938686,	15936652,15938471,15938740,	0	FGFBP1	cmpl	cmpl	0,-1,-1,
1197	NM_033143	chr4	+	80266587	80291017	80266824	80286341	2	80266587,80286324,	80267179,80291017,	0	FGF5	cmpl	cmpl	0,1,
1197	NM_001291812	chr4	+	80268264	80291017	80274982	80286672	3	80268264,80274908,80286324,	80268568,80275012,80291017,	0	FGF5	cmpl	cmpl	-1,0,0,
1197	NM_004464	chr4	+	80266587	80291017	80266824	80286672	3	80266587,80274908,80286324,	80267179,80275012,80291017,	0	FGF5	cmpl	cmpl	0,1,0,
1522	NM_002006	chr4	+	122826707	122898235	122826775	122892396	3	122826707,122876320,122892210,	122827352,122876424,122898235,	0	FGF2	cmpl	cmpl	0,1,0,
3	NM_001257210	chr5	-	142592177	142644301	142595289	142614127	4	142592177,142600701,142613958,142644112,	142595484,142600805,142614161,142644301,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001144934	chr5	-	142592177	142698070	142595289	142614127	5	142592177,142600701,142613958,142697621,142697912,	142595484,142600805,142614161,142697715,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001257206	chr5	-	142592177	142698070	142595289	142614127	4	142592177,142600701,142613958,142697621,	142595481,142600805,142614161,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001354964	chr5	-	142592177	142698070	142595470	142614127	4	142592177,142613958,142697621,142697912,	142595484,142614161,142697715,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,-1,
3	NM_001354955	chr5	-	142592177	142698070	142595289	142614127	5	142592177,142600701,142613958,142685956,142697621,	142595484,142600805,142614161,142686088,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001354963	chr5	-	142592177	142698070	142595470	142614127	4	142592177,142613958,142691499,142697621,	142595484,142614161,142691629,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,-1,
3	NM_001257208	chr5	-	142592177	142685703	142595289	142614127	4	142592177,142600701,142613958,142685513,	142595484,142600805,142614161,142685703,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001354953	chr5	-	142592177	142698070	142595289	142614127	6	142592177,142600701,142613958,142685956,142697621,142697912,	142595484,142600805,142614161,142686088,142697712,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,-1,
3	NM_001257207	chr5	-	142592177	142686495	142595289	142614127	5	142592177,142600701,142613958,142685956,142686435,	142595484,142600805,142614161,142686088,142686495,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001257212	chr5	-	142592177	142621355	142595289	142614127	4	142592177,142600701,142613958,142621296,	142595481,142600805,142614161,142621355,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001257211	chr5	-	142592177	142685703	142595289	142614127	4	142592177,142600701,142613958,142685513,	142595481,142600805,142614161,142685703,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001354962	chr5	-	142592177	142698070	142595470	142614127	3	142592177,142613958,142697912,	142595484,142614161,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,
3	NM_001354954	chr5	-	142592177	142698070	142595289	142614127	5	142592177,142600701,142613958,142691499,142697621,	142595484,142600805,142614161,142691629,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001144935	chr5	-	142592177	142698070	142595289	142614127	4	142592177,142600701,142613958,142697912,	142595484,142600805,142614161,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001354961	chr5	-	142592177	142698070	142595470	142614127	5	142592177,142613958,142691499,142697621,142697912,	142595484,142614161,142691629,142697715,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,-1,-1,
3	NM_001354959	chr5	-	142592177	142698070	142595470	142614127	3	142592177,142613958,142697621,	142595484,142614161,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,
3	NM_033137	chr5	-	142592177	142698070	142595470	142614127	3	142592177,142613958,142697912,	142595481,142614161,142698070,	0	FGF1	cmpl	cmpl	1,0,-1,
3	NM_033136	chr5	-	142592177	142686495	142595470	142614127	3	142592177,142613958,142685956,	142595484,142614161,142686495,	0	FGF1	cmpl	cmpl	1,0,-1,
3	NM_001354958	chr5	-	142592177	142698070	142595289	142614127	5	142592177,142600701,142613958,142697621,142697912,	142595481,142600805,142614161,142697715,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001354957	chr5	-	142592177	142698070	142595289	142614127	6	142592177,142600701,142613958,142691499,142697621,142697912,	142595481,142600805,142614161,142691629,142697712,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,-1,
3	NM_001354956	chr5	-	142592177	142685703	142595289	142614127	5	142592177,142600701,142613958,142683695,142685513,	142595484,142600805,142614161,142683814,142685703,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001354952	chr5	-	142592177	142698070	142595289	142614127	5	142592177,142600701,142613958,142697621,142697912,	142595484,142600805,142614161,142697712,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,
3	NM_001144892	chr5	-	142592177	142621355	142595289	142614127	4	142592177,142600701,142613958,142621296,	142595484,142600805,142614161,142621355,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001354951	chr5	-	142592177	142698070	142595289	142614127	6	142592177,142600701,142613958,142685956,142697621,142697912,	142595484,142600805,142614161,142686088,142697715,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,-1,-1,
3	NM_001257209	chr5	-	142592177	142685703	142595289	142614127	4	142592177,142600701,142613958,142685498,	142595484,142600805,142614161,142685703,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_001257205	chr5	-	142592177	142698070	142595289	142614127	4	142592177,142600701,142613958,142697621,	142595484,142600805,142614161,142698070,	0	FGF1	cmpl	cmpl	0,1,0,-1,
3	NM_000800	chr5	-	142592177	142686495	142595289	142614127	4	142592177,142600701,142613958,142685956,	142595484,142600805,142614161,142686495,	0	FGF1	cmpl	cmpl	0,1,0,-1,
236	NM_003862	chr5	+	171419662	171457626	171420199	171456805	5	171419662,171420406,171436092,171449146,171456538,	171420231,171420443,171436273,171449253,171457626,	0	FGF18	cmpl	cmpl	0,2,0,1,0,
923	NR_108034	chr5	+	44388731	44413989	44413989	44413989	3	44388731,44395236,44412390,	44388913,44395349,44413989,	0	FGF10-AS1	unk	unk	-1,-1,-1,
923	NM_004465	chr5	-	44304994	44388682	44304994	44388682	3	44304994,44310426,44388357,	44305192,44310530,44388682,	0	FGF10	cmpl	cmpl	0,1,0,
1936	NM_022963	chr5	+	177089549	177098142	177089602	177097676	16	177089549,177090389,177090744,177090937,177091684,177092320,177092645,177093331,177093653,177095329,177095532,177096056,177096286,177096603,177097291,177097526,	177089693,177090653,177090825,177091104,177091808,177092511,177092784,177093551,177093775,177095440,177095723,177096179,177096357,177096741,177097397,177098142,	0	FGFR4	cmpl	cmpl	0,1,1,1,0,1,0,1,2,1,1,0,0,2,2,0,
1936	NM_002011	chr5	+	177086871	177098142	177089602	177097676	18	177086871,177089549,177090389,177090744,177090937,177091684,177092320,177092645,177093137,177093405,177093653,177095329,177095532,177096056,177096286,177096603,177097291,177097526,	177087033,177089693,177090653,177090825,177091104,177091808,177092511,177092784,177093331,177093551,177093775,177095440,177095723,177096179,177096357,177096741,177097397,177098142,	0	FGFR4	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
1936	NM_001354984	chr5	+	177086871	177098142	177089602	177097676	18	177086871,177089549,177090389,177090744,177090937,177091684,177092320,177092645,177093137,177093405,177093653,177095329,177095532,177096056,177096286,177096603,177097291,177097526,	177087018,177089693,177090653,177090825,177091104,177091808,177092511,177092784,177093331,177093551,177093775,177095440,177095723,177096179,177096357,177096741,177097397,177098142,	0	FGFR4	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
